Note,Commentaire,Label
5,la crème yaser mahleha,Positif
4,behy barcha,Positif
2,ki bih ki blech,Neutre
4,effacer,Positif
4,couvrante ,Positif
4,hloua,Positif
4,good !,Positif
4,"3jebni effet immédiat, surtt le lendemain un effet spectaculaire
j’aime bien le racheter",Positif
4,wkteh yarja3?,Positif
5,superrrrrrrrrrrr,Positif
5,contre les rides  est un bon départ,Positif
4,7/10,Positif
3,vyjuyj,Positif
3,pas mal comme produit,Positif
5,good quality j’adore,Positif
4,j aime,Positif
5,j’aime bcp,Positif
5,j’aime bcpp,Positif
5,j’aime beaucoupp,Positif
1,nulll,Négatif
5,cet écran est vraiment top,Positif
5,"effacer
un bon produits",Positif
5,des produits authentiques,Positif
5,beaucoup de choix,Positif
5,beeeehy alkhrrr,Positif
4,aide à serrer les pores,Positif
5,le serum toppp,Positif
2,non satisfait,Neutre
5,mahleha,Positif
4,tayara alekher ,Positif
1,aucun effet constaté,Négatif
5,meilleure creme matifiante,Positif
5,des prix très raisonnables,Positif
4,excellent démaquillant,Positif
4,démaquille très bien,Positif
5,حتى الذنوب ينحيها,Positif
4,bieen,Positif
5,"depuis que j’utilise ducray melascreen sérum anti-tâches eclat, ma peau est visiblement plus lumineuse et les taches brunes sur mon visage se sont estompées. je suis ravie des résultats et je recommande ce sérum à tous ceux qui recherchent une solution efficace contre les taches pigmentaires",Positif
4,merciiii,Positif
5,tressssss satisfate,Positif
4,efficase pour visage et yeux top,Positif
3,un peu irritant,Positif
5,un bon couvrance,Positif
5,good coverage,Positif
4,efficace w yfata7 l dark circles,Positif
4,heyel,Positif
5,goof quality,Positif
3,passable tbh,Positif
5,meilleur,Positif
5,awesome,Positif
3,toop prod,Positif
5,yhabel 3alekhir j’adore svr,Positif
3,pour peau seche,Positif
1,elle n’est pas matifiante du tout,Négatif
4,nestaamel fy les 2 top,Positif
3,hbel,Positif
5,j’adore trés efficace,Positif
3,bon prd,Positif
5,c’est excellent,Positif
5,le meilleur des meilleurs,Positif
4,goog,Positif
5,éclat ++,Positif
2,tjr en repture !!,Neutre
2,moyen lahkika je recommande pas,Neutre
4,bahi barcha,Positif
5,satisfaite,Positif
